"nameCompany","streetAddress","postalCode","addressLocality"
"Frischemarkt Kurth","Göhrdestr. 22","29499","Zernien"
"E neukauf Altenburg","Develangring 72","29451","Dannenberg"
"E center","Lüneburger Str. 97-101","29614","Soltau"
"","Roebbeler Str. 12","29549","Bad Bevensen"
"E aktiv Markt Schwabe","Bahnhofstr. 24","29584","Himbergen"
"EDEKA Meyer","Medinger Str. 26","29549","Bad Bevensen"
"EDEKA Kööp in Klausen","Hauptstr. 23","27327","Martfeld"
"EDEKA","Feldstr. 4 - 6","27374","Visselhövede"
"E center Verden","Holzmarkt 11-13","27283","Verden (Aller)"
"EDEKA Meyer","Alte Muehle 1","27308","Kirchlinteln"
"Frischemarkt Schwabe","Hauptstr. 18","29575","Altenmedingen"
"EDEKA Meyer","Visselgoeveder Str. 9","29643","Neunkirchen"
"EDEKA Stellmann","Steinheide 1","28857","Syke"
"EDEKA Ehlers","Hauptstr. 1","29646","Bispingen"
"EDEKA Meyer","Ladestr. 9","29553","Bienenbüttel"
"EDEKA Lüchow","Grenzweg 2b","21385","Amelinghausen-Amelinghausen"
"","Grenzweg 444","21385","Amelinghausen"
"EDEKA Redling","Große Str. 14-18","27299","Langwedel"
"EDEKA","Große Str. 14 - 18","27299","Langwedel"
"EDEKA Toppe","Syker Str. 14","27321","Thedinghausen"
"EDEKA","Skyer Str. 14","27321","Thedinghausen"
"EDEKA Ehlers","Bahnhofstr. 39-41","29640","Schneverdingen"
"EDEKA","Bahnhofstr. 39 - 41","29640","Schneverdingen"
"EDEKA Ahrens","Marktstr. 6","29640","Schneverdingen"
"EDEKA Köster","Wiedaustr. 1","27386","Bothel"
"EDEKA Behrens","Am Lahof 3","28832","Achim"
"E aktiv markt Hildebrandt","Hauptstr. 6","29490","Neu Darchau"
"EDEKA Stellmann","Sudweyher Str. 7","28857","Syke"
"E aktiv Markt Mues","Am Alten Landhaus 2","21407","Deutsch Evern"
"EDEKA","Hauptstr. 30","27367","Ahausen"
"EDEKA","Junkernkamp 2","27243","Harpstedt"
"EDEKA Hartmann","Lüneburger Str. 2a","21397","Barendorf"
"EDEKA Supper & Hamann","Häcklinger Weg 66a","21335","Lüneburg"
"E Tschorn Bockelsberg","Universitätsallee 13","21335","Lüneburg"
"Tschorn Bockelsberg Gmbh 6 Co KG","Uelzener Str. 105","21335","Lüneburg-Bockelsberg"
"E center","Bierdener Kämpe 1","28832","Achim"
"","Käthe-Krüger-Str. 2","21337","Lüneburg-Kaltenmoor"
"EDEKA Husmann","Kirchweyher Str. 2b","28844","Weyhe"
"EDEKA","Hauptstr. 51","28844","Weyhe"
"EDEKA Fabisch","Verdener Str. 13","27356","Rotenburg"
"Neukauf Bergmann Saline","Sülztorstr. 18","21335","Lüneburg-Altstadt"
"EDEKA Hartmann","Am Dorfplatz 6","21398","Neetze"
"Sandpassage Tschorn GmbH& Co KG","Am Sande 8","21335","Lüneburg"
"E center 3301 Rotenburg","Harburger Str. 68","27356","Rotenburg"
"E center","Westring 6a","27793","Wildeshausen"
"EDEKA","Westring 6 a","27793","Wildeshausen"
"E aktiv Markt Düver","Alte Baumschule 2","21376","Salzhausen"
"Frischemarkt Manke","Lange Str. 6","29640","Schneverdingen Wintermoor"
"E aktiv markt M. Bergmann","Wulf-Werum-Str. 2","21337","Lüneburg"
"E aktiv Markt Klein","Thorner Str. 37","21339","Lüneburg-Kreideberg"
"EDEKA Ipekten","Mahndorfer Heerstr. 44-46","28307","Bremen-Mahndorf"
"EDEKA","Mahndorfer Heerstr. 44 - 46","28307","Bremen"
"EDEKA Michael Schreib","Nindorfer Moorweg 1a","21354","Bleckede"
"EDEKA Lieder","Am Markt 3","27389","Fintel"
"EDEKA","Lüneburger Str. 16","21354","Bleckede"
"EDEKA","Jupiterstr. 2","28816","Stuhr"
"E aktiv markt V. Bergmann","Von - Stauffenbergstr. 1a","21365","Adendorf"
"EDEKA Bientzle","Lienworth 4","27367","Sottrum"
"E aktiv markt Baudorff","Lüneburger Str. 12","21360","Vögelsen"
"EDEKA","Artlenburger Str. 66","21365","Adendorf"
"EDEKA Greinert","Marktplatz 4","21379","Scharnebeck"
"EDEKA Lieder","Vahlder Weg 1","27383","Scheeßel"
"","Winsener Str. 36","21271","Hanstedt-Hanstedt"
"E aktiv Markt Dalinger","Bei der Kirche 4 - 10","21271","Hanstedt"
"E center","Pfalzburger Str. 41","28207","Bremen"
"EDEKA Boekhoff","Wildeshausener Str. 8-10","26197","Ahlhorn"
"EDEKA","Wildeshauser Str. 8-10","26497","Großenkneten"
"EDEKA Böse","Varreler Landstr. 6","28816","Stuhr"
"EDEKA Kröger Handeloh","Am Markt 3","21256","Handeloh"
"E center","Seestr. 5","27755","Delmenhorst"
"EDEKA Meyer","Bahnhofstr. 79","21441","Garstedt"
"EDEKA","Phillip-Scheidemann-Str. 11","28329","Bremen"
"EDEKA Jastrebow","Philipp-Scheidemann-Str. 11","28329","Bremen-Neue Vahr Nord"
"EDEKA Fehner","Am Dobben 30","28203","Bremen"
"EDEKA","Brendelweg 5","27755","Delmenhorst"
"EDEKA Boekhoff","Hauptstr. 20","27801","Dötlingen"
"EDEKA Bredow","Papenstr. 5","28195","Bremen"
"EDEKA Postamt 5","An Der Weide 50a","28195","Bremen"
"EDEKA","Cramerstr. 135 – 137","27749","Delmenhorst"
"EDEKA Bredow","Theodor-Heuss-Allee 6","28215","Bremen"
"EDEKA Boekhoff","Am Rieskamp 2","26197","Großenkneten"
"EDEKA Jastrebow","Busestr. 42","28213","Bremen-Neu Schwachhausen"
"EDEKA Helmke","Woltmershauser Str. 278-280","28197","Bremen-Woltmershausen"
"EDEKA","Woltmershauser Str. 278 - 280","28197","Bremen"
"EDEKA","Bremer Str. 78 - 82","27751","Delmenhorst"
"EDEKA","Oldenburger Str. 74","27753","Delmenhorst"
"EDEKA Lorenz","Buchholzer Landstr. 66a","21244","Holm-Seppensen"
"EDEKA","Grüppenbührener Str. 7","27777","Ganderkesee"
"Lebensmittelmarkt Junge","Hauptstr. 34","21447","Handorf"
"E aktiv markt Lange","Am Sportzentrum 5","21522","Hohnstorf (Elbe)"
"E center","Waller Heerstr. 101","28219","Bremen-Walle Walle Center"
"EDEKA","Schönemoorer Str. 72","27753","Delmenhorst-Dwoberg/Ströhen"
"EDEKA Müller","Büchener Weg 5-7","21481","Lauenburg"
"EDEKA Einkaufscenter Bade","Kastanienallee 2","21255","Tostedt"
"EDEKA","Falkenberger Landstraße 7a","28865","Lilienthal"
"E aktiv Markt Subey","Soltauer Str. 83","21244","Buchholz"
"Frischemarkt Woehl","Twiete 7","21481","Schnakenbek"
"EDEKA Breiding","Heidbergerstr. 1","28865","Lilienthal"
"EDEKA","Niedersachsenstr. 8","21244","Buchholz"
"Frischemarkt Schreiber","Niedersachsenstr. 19","21244","Buchholz I.D.N./Sprötze"
"Knolles Markt, Inh. Draeger","Ohlendorfer Str. 3","21220","Seevetal-Ramelsloh"
"E aktiv markt Dalinger","Im Alten Dorfe 33","21227","Bendestorf"
"EDEKA Supper & Hamann","Lüneburger Str. 114","21395","Tespe"
"E neukauf Kröger","Schanzenring 6","21423","Winsen"
"EDEKA Boekhoff","Schierbrooker Muehlenweg 5","27777","Schierbrook"
"E aktiv Markt Subey","Dibbers. Mühlenweg 1","21244","Buchholz"
"EDEKA","Wörpedorfer Str. 17A","28879","Grasberg"
"E aktiv Markt Subey","Hamburger Str. 83","21244","Buchholz"
"EDEKA Burgdorf","Hamburger Str. 1A","27419","Sittensen"
"EDEKA","Windmühlenweg 1","27777","Ganderkesee"
"EDEKA","Poststr. 4 - 6","27412","Tarmstedt"
"EDEKA Lohmann","Poststr. 4-6","27412","Tarmstedt"
"EDEKA Benecke","Harburger Str. 22","21435","Stelle"
"Frischemarkt Goes","Hoopter Elbdeich 20","21423","Winsen"
"Frischemarkt Bahn","Kirchenheerweg 239","21037","Hamburg"
"E center","Zum Hochkamp 1","27404","Zeven"
"EDEKA Meyer","Pastorenwiesen 26","21218","Seevetal"
"E aktiv markt Meyer","Eckeler Straße 7","21224","Rosengarten-Nenndorf"
"Frischemarkt Kloodt","Stover Strand 10","21423","Drage"
"EDEKA Uphoff","Astruper Str. 4","26209","Hatten Sandkrug"
"","Stover Str. 72","21423","Drage-Stove"
"EDEKA","Berliner Str. 83","21502","Geesthacht"
"EDEKA Boekhoff","Bahnhofallee 3","26209","Hatten-Sandkrug"
"E center Meyer","Burgstr. 2","27798","Hude"
"EDEKA Frischemarkt Stoof","Süderquerweg 348","21037","Hamburg"
"EDEKA  Lars Janke","Hauptstr. 17","21279","Hollenstedt"
"EDEKA","Osterweder Str. 77","27726","Worpswede"
"EDEKA Tienken","Stedinger Str. 65","27809","Lemwerder"
"Frischemarkt Brunkhorst","Neue Str. 2","27404","Zeven"
"EDEKA Lohmann","Unter Den Eichen 1","27404","Heeslingen"
"EDEKA Frischecenter Dalinger","Am Saal 2","21217","Seevetal"
"EDEKA","Kürbsweg 10-12","21217","Meckelfeld"
"E aktiv Markt Clausen","Neuengammer Hausdeich 215","21039","Hamburg"
"EDEKA","Möllner Str. 22b","19205","Büchen"
"E aktiv markt Büchen","Möllner Str. 22b","21514","Büchen"
"EDEKA Brüning & Tochter","Lerchenstr. 14","28755","Bremen-Aumund-Hammersbeck"
"E aktiv markt Eggert","Durchdeich 72","21037","Hamburg-Fünfhausen"
"EDEKA Aumund","Meinert-Löffler- Str. 6-12","28755","Bremen-Aumund"
"EDEKA","Meinert-Löffler-Str. 6 - 12","28755","Bremen"
"E center Schwinning","Weserstrandstr. 17","28779","Bremen-Blumenthal"
"E aktiv markt Dalinger","Lührsweg 17","21217","Seevetal-Bullenhausen"
"EDEKA","Harreweg 151 - 155","26133","Oldenburg"
"EDEKA","Harreweg 151 – 155","26133","Oldenburg"
"Frischemarkt Järneke","Harburger Str. 27","21224","Rosengarten"
"E aktiv Markt Järneke","Ernst - Bergeest - Weg 53","21077","Hamburg"
"EDEKA","Heidlerchenstr. 1","28777","Bremen"
"EDEKA Bretag","Lindenstr. 1a","21629","Neu Wulmstorf"
"EDEKA","Schwarzenbek","21493","Schwarzenbek"
"EDEKA Kilic","Bremer Str. 31-33","21073","Hamburg"
"EDEKA Stanke","Hunoldstr. 60a","26203","Wardenburg"
"EDEKA Feinkosthaus Schulz","Am Casinopark 14","21465","Wentorf"
"Frischemarkt Wiesnerring","Wiesnerring 5","21035","Hamburg"
"EDEKA Wigger","Weserstr. 30","27804","Berne"
"E aktiv markt Heine","Bergedorfer Str. 148","21029","Hamburg"
"E neukauf Kratzmann","Hans - Koch - Ring 6","21493","Schwarzenbek"
"EDEKA Niemerszein","Sand 27-33","21073","Hamburg"
"EDEKA","Hans – Koch – Ring 6","21493","Schwarzenbek"
"EDEKA Snijders","Hauptstr. 2-4","21465","Wentorf"
"E aktiv Markt Kröger","Hauptstr. 2 - 4","21465","Wentorf"
"EDEKA Viets","Goldbecker Str. 4","21643","Beckdorf"
"EDEKA im CCB, Inh. T. Halmschlag","Kupferhof 4","21029","Hamburg"
"EDEKA Ziegler","Veritaskai 8","21079","Hamburg"
"E neukauf Pelz","Edith - Stein - Platz 4","21035","Hamburg"
"E aktiv Markt Corleis","Hans-Dewitz-Ring 2 a","21075","Hamburg"
"EDEKA Nöhring","Fleetplatz 2-4","21035","Hamburg"
"E center","Europastr. 2","26169","Friesoythe"
"EDEKA Braasch","Ritterkamp 53","28790","Schwanewede"
"Frischemarkt Riesel","Hauptstr. 30","21514","Güster"
"EDEKA Meibohm","Am Schützenhof 3","21702","Ahlerstedt"
"E aktiv Markt Reinbek","Am Ladenzentrum 1","21465","Reinbek"
"EDEKA","Suederelbering 1","21149","Hamburg-Neugraben"
"EDEKA Bleise","Reinbeker Redder 283","21031","Hamburg"
"E aktiv markt Böttjer","Hauptstr. 7","27446","Selsingen"
"Nitin Taneja","Torfstecher Weg 6","21147","Hamburg"
"EDEKA Langfeldt","Bloherfelder Str. 133","26129","Oldenburg"
"EDEKA Ziegelhof","Ziegelhofstr. 105","26121","Oldenburg"
"EDEKA Hebig","Heidhorst 4","21031","Hamburg"
"","Bergstr. 12","27729","Vollersode"
"","Bloherfelder Str. 190","26129","Oldenburg"
"E neukauf Kratzmann","Sachsenwaldstr. 20","21465","Reinbek"
"EDEKA Bruns","Friedrichsfehnerstr. 3A","26188","Friedrichsfehn"
"EDEKA Warncke","Wulmstorfer Wiesen 2","21629","Neu Wulmstorf"
"EDEKA Schloen","Hauptstr. 1","27729","Hambergen"
"EDEKA","Kandinskyallee 14-18","22115","Hamburg-Billstedt"
"EDEKA Ziegler","Am Veringhof 8","21107","Hamburg"
"EDEKA Lagerin","Wurpstr. 4a","26931","Elsfleth"
"EDEKA","Moellner Landstr. 24","21509","Glinde"
"EDEKA Meibohm","Mittelfelder Str. 2","21698","Harsefeld"
"EDEKA Meibohm Getränkemarkt","Friedrich- Huth- Str. 29","21698","Harsefeld"
"EDEKA Junius","Möllner Landstr. 119","21509","Glinde"
"EDEKA Böse","Heideweg 2","26160","Bad Zwischenahn"
"EDEKA","Hiedeweg 2","26160","Bad Zwischenahn"
"EDEKA Höfling","Möllner Landstr. 28","22113","Oststeinbek"
"EDEKA Koop-Brinkmann","Hauptstr. 41","26683","Saterland"
"Frischemarkt Sari","Morsumer Weg 20","22117","Hamburg"
"Frischemarkt Wulf","Merkenstr. 29","22117","Hamburg"
"EDEKA Husmann","Am Stadtrand 14","26127","Oldenburg"
"EDEKA Warnken","Bahnhofstr. 16","26188","Edewecht"
"Frischemarkt Duvenhorst","Bahnhofstr. 28","21698","Bargstedt"
"E aktiv markt Müller","Kolberger Str. 2-3","23879","Mölln"
"EDEKA","Ofenerfelder Str. 1","26215","Wiefelstede"
"EDEKA Lohmann","Hindenburgstr. 83","27442","Gnarrenburg"
"Frischemarkt Ding Wang","Süderstr. 314","20537","Hamburg"
"EDEKA","Herrmann-Lamprecht-Str. 30","27442","Gnarrenburg"
"EDEKA Lohmann","Hermann-Lamprecht-Str. 30","27442","Gnarrenburg"
"EDEKA","Kroogblöcke 40 - 44","22119","Hamburg"
"EDEKA","Kloogblöcke 40 – 44","22119","Hamburg"
"EDEKA Böcker","Überseeboulevard 4-10","20457","Hamburg-HafenCity"
"EDEKA","Ueberseeboulevard 2","20457","Hamburg"
"EDEKA","Alte Aue 2","21129","Hamburg"
"Frischemarkt Brügmann","Frankenstr. 29","20097","Hamburg"
"EDEKA Linow","Manshardtstr. 115G","22119","Hamburg"
"EDEKA Bobsien Inh. Jana Walus","Köhlfleet-Hauptdeich 7","21129","Hamburg"
"SchlemmerMarkt Struve","Großer Burstah 31","20457","Hamburg"
"EDEKA Nöhring","Graumannsstieg 1","22885","Barsbüttel"
"EDEKA Tamme","Glockengiesserwall 8","20095","Hamburg"
"E aktiv markt Witt","Carl - Petersen - str. 80","20535","Hamburg"
"Frischemarkt Frähmcke","Neuer Steinweg 5","20459","Hamburg"
"Hasan Tas","Schleestr. 6","22767","Hamburg"
"E SchlemmerMarkt Struve","Poststr. 33 Große Bleichen 36","20354","Hamburg"
"EDEKA Süllau Mölln","Grambeker Weg 45","23879","Mölln"
"EDEKA","Paul – Roosen – Str. 8","22767","Hamburg"
"EDEKA Niemerszein","Lange Reihe 110","20099","Hamburg"
"","Paul-Roosen-Str. 8","22767","Hamburg-St. Pauli"
"EDEKA Gillert","Marienthaler Str. 145","20535","Hamburg"
"EDEKA Heitmann","Große Bergstr. 152-162","22767","Hamburg"
"EDEKA","Dammtorstr. 21b","20354","Hamburg"
"EDEKA Tamme","Paul Nevermann Platz 15","22765","Hamburg"
"EDEKA Timmer","Conventstr. 8-10","22089","Hamburg"
"EDEKA Center St. Pauli","Neuer Kamp 31","20359","Hamburg-St. Pauli"
"Edeka","Ottenser Hauptstr. 10 / Große Rainstr. Ekz Mercado","22765","Hamburg-Altona/Ottensen"
"Frischemarkt Thiele","Papenhuder Str. 9","22087","Hamburg"
"EDEKA Drewes","Auedamm 3","21640","Horneburg"
"E center Gillert","Wandsbeker Chaussee 248","22089","Hamburg"
"Kröger's Feinkost","Wandsbeker Marktstr. 38","22041","Hamburg-Marienthal"
"EDEKA Hirche","Harkortstraße 81c","22765","Hamburg"
"EDEKA","Max Brauer Allee 163","22769","Hamburg"
"EDEKA Sven Anders","Max Brauer Allee 163","22765","Hamburg"
"EDEKA Süllau Trittau","Schulstr. 2","22946","Trittau"
"EDEKA Helro","Hauptstr. 21","23879","Mölln"
"EDEKA Lade","Hofweg 2-4","22085","Hamburg"
"EDEKA Kraus","Mittelweg 161","20148","Hamburg"
"Edeka Wiedner","Stresemannstr. 161","22769","Hamburg"
"EDEKA Süllau","Kirchenstr. 31","22946","Trittau"
"Meyer`s Frischecenter","Ölmühlenweg 4","22047","Hamburg"
"E aktiv markt Anders","Grindelallee 126","20146","Hamburg"
"E aktiv Markt Holst","Eimsbütteler Chaussee 17","20259","Hamburg"
"EDEKA Niemerszein","Milchstr. 1","20148","Hamburg"
"E center Struve","Gasstr. 6b","22761","Hamburg"
"Der Hofladen Feinkost Naturkost","Georg-Bonne-Str. 100","22609","Hamburg"
"EDEKA Glasmeyer","Waitzstr. 1-3","22607","Hamburg"
"EDEKA Niemerszein","Hallerstr. 78","20146","Hamburg"
"EDEKA Nolda","Straßburger Str. 34","22049","Hamburg-Dulsberg"
"EDEKA Niemerszein","Hofweg 81","22085","Hamburg"
"EDEKA Linow","Mozartstr. 16","22083","Hamburg-Barmbek-Süd"
"Frischemarkt Hinrichs","Brockdorffstr. 96","22149","Hamburg"
"EDEKA Claus","Reihdamm 10","26160","Bad Zwischenahn"
"EDEKA Udo Timmer","Alter Teichweg 55-57","22049","Hamburg"
"EDEKA Finn-Ove Eggert e.K.","Hauptstr. 3","27449","Kutenholz"
"EDEKA Schneider","Hauptstr. 16","26892","Dörpen"
"EDEKA Glasmeyer","Kalckreuthweg 90","22607","Hamburg"
"","Kaiser-Friedrich-Ufer 30","20144","Hamburg"
"EDEKA Boldt","Kaiser Friedrich Ufer 30","20253","Hamburg"
"EDEKA Niemerszein","Osterstr. 86-90","20259","Hamburg"
"EDEKA","Osterstr 86","20259","Hamburg"
"EDEKA Niemerszein","Mühlenkamp 45","22303","Hamburg"
"EDEKA Niemerszein","Osterstr. 120","20255","Hamburg"
"Feinkost Kröger","Blankeneser Bahnhofstr. 17","22587","Hamburg"
"E aktiv markt Heitmann","Hoheluftchaussee 52-54","20253","Hamburg"
"EDEKA Clausen","Wiesendamm 32","22305","Hamburg"
"EDEKA","Maria-Louisen-Str. 13","22301","Hamburg"
"EDEKA","Amtsdamm 78","27628","Hagen"
"E neukauf Bankert","Boltenhagener Str. 3","22147","Hamburg-Rahlstedt"
"Frischemarkt Wucherpfennig","Osterstr. 185-187","20255","Hamburg"
"Frischemarkt Röper","Fuhlsbüttler Str. 132 - 134","22305","Hamburg"
"E aktiv Markt Stöver","Traberweg 1","22159","Hamburg"
"EDEKA Volker Klein","Julius Brecht Str. 5a","22609","Hamburg"
"EDEKA Schomacker","Amtsdamm 29A","27628","Hagen Bei Bremerhaven"
"E SchlemmerMarkt Struve","Eppendorfer Baum 35","20249","Hamburg"
"EDEKA Clausen","Alter Güterbahnhof 2","22303","Hamburg"
"E center Struve","Schweriner Str. 8 - 12","22143","Hamburg"
"E aktiv Markt Dalinger","Sieker Landstr. 31","22143","Hamburg-Rahlstedt"
"EDEKA Müller","Fuhlsbütteler Str. 188","22307","Hamburg"
"SchlemmerMarkt Struve","Eppendorfer Landstr. 41","20249","Hamburg"
"","Bramfelder Chaussee 84","22177","Hamburg-Bramfeld"
"EDEKA","Westerstedter Str. 3","26160","Bad Zwischenahn"
"EDEKA Arff","Martinistr. 59","20251","Hamburg"
"EDEKA Claus","Westersteder Str. 3","26160","Bad Zwischenahn"
"EDEKA Kraus","Eppendorfer Landstr. 108-110","20249","Hamburg"
"Frischemarkt Bartels GmbH","Winterhuder Marktplatz 18","22299","Hamburg-Winterhude"
"E aktiv Markt Seipel","Fabriciusstr. 99","22177","Hamburg"
"E aktiv Markt Töpfert","Stresemannallee 12 - 16","22529","Hamburg"
"Frischemarkt Pippow","Sülldorfer Landstr. 3","22589","Hamburg-Iserbrook"
"Frischemarkt Eisenmann-Frommholz","Heidrehmen 19","22589","Hamburg"
"EDEKA Evers","Poststr. 10","22956","Grönwohld"
"EDEKA","Koppelstr. 47-49","22529","Hamburg-Lokstedt"
"EDEKA","Am Buschteich 34","21739","Dollern"
"E center Struve","Osterfeldstr. 30 - 40","22529","Hamburg"
"EDEKA Euhus","Kurze Str. 19","21717","Fredenbeck"
"","Fahrenkrön 133","22179","Hamburg-Bramfeld"
"","Kurze Str. 1","21717","Fredenbeck"
"EDEKA","Bramfelder Chaussee 312","22177","Hamburg"
"EDEKA Jakobus in Meiendorf","Spitzbergenweg 30","22145","Hamburg"
"E aktiv Markt Ecks","Alsterdorfer Markt 8","22297","Hamburg"
"E aktiv markt Reinhardt","Hauptstr. 1a","22962","Siek"
"Frischemarkt Wagner","Borsteler Chaussee 138","22453","Hamburg"
"EDEKA Kratzmann GETRÄNKEMARKT","Alaskaweg 4","22145","Hamburg"
"EDEKA Woytke","Pezolddamm 152-154","22159","Hamburg"
"E SchlemmerMarkt Struve","Wedeler Landstr. 52","22559","Hamburg"
"EDEKA Böttjer","Neue Str. 36-38","27432","Bremervörde"
"Frischemarkt Volker Klein","Bahnhofstr. 31","22880","Wedel"
"EDEKA Jensen","Elbgaustr. 118b","22547","Hamburg"
"EDEKA","Elbgaustr. 118 a","22548","Hamburg"
"Frischemarkt Gernet","Senioren - Wohnsitz","23909","Ratzeburg"
"E aktiv markt Lars Janke","Fahrenort 98","22547","Hamburg"
"EDEKA Wiefelstede","Mühlenstr. 2a","26215","Wiefelstede"
"E aktiv Markt Strehl","Dänenweg 12","22926","Ahrensburg"
"EDEKA","Elbgaustr. 4–6","22547","Hamburg"
"EDEKA Schuldt","Alte Elbgaustr. 4-6","22523","Hamburg"
"EDEKA","Logestr. 39 - 41","27616","Beverstedt"
"EDEKA","Am Krumme Kamp 9","26676","Barßel"
"SchlemmerMarkt Struve","Hummelsbütteler Landstr. 9-11","22335","Hamburg"
"Süllau Getränkemarkt","Ziethenerstr. 10","23909","Ratzeburg"
"EDEKA","Am Viehmarkt 10","23909","Ratzeburg"
"","Hoergensweg 5","22523","Hamburg"
"EDEKA Meyer`s Frischemarkt","Tibarg 44-48","22459","Hamburg"
"EDEKA Masla","Westring 4a","26655","Westerstede"
"EDEKA Airport Plaza Tamme","Flughafenstraße","22335","Hamburg"
"EDEKA Jensen","Am Marienhof 3","22880","Wedel"
"E aktiv Markt Dalinger","Eulenkrugstr. 55 - 57","22359","Hamburg"
"EDEKA","Flughafenstr. 1 – 3","22335","Hamburg"
"E aktiv markt Töpfert","Seestr. 161a","25469","Halstenbek"
"EDEKA","Herrenstr. 4","23909","Ratzeburg"
"EDEKA Reinhardt","Hansdorfer Landstr. 140","22927","Großhansdorf"
"EDEKA Böse","Wilhelmshavener Str. 213","26180","Hahn-Lehmden"
"Meyer`s Frischecenter","Krähenweg 19","22459","Hamburg"
"E aktiv Markt Jessen","Hummelsbütteler Markt 34","22339","Hamburg-Hummelsbüttel"
"Frischemarkt Berger","Saseler Markt 19-20","22393","Hamburg-Sasel"
"E SchlemmerMarkt Struve","Heegbarg 25","22391","Hamburg"
"EDEKA Martens","Hauptstr. 1","23898","Sandesneben"
"EDEKA Woldmann","Bahnhofstr. 17","22926","Ahrensburg"
"EDEKA Bannat","Saseler Damm 14-16","22395","Hamburg"
"EDEKA Böge","Nienhöfener Str. 19a","25421","Pinneberg-Waldenau"
"EDEKA Appel","Krupunder Heide 2a","25462","Rellingen"
"E aktiv Markt Märkl","Tangstedter Landstr. 42","22415","Hamburg-Langenhorn"
"EDEKA Woldmann","Manhagener Allee 7","22926","Ahrensburg"
"EDEKA Bannat","Harksheider Str. 2","22399","Hamburg"
"E center Schmidt","Hagiusring 1A","26817","Westrhauderfehn"
"EDEKA Peper","Harksheider Str. 41","22399","Hamburg-Poppenbüttel"
"EDEKA Sievers","Moorstr. 24-26","26871","Papenburg"
"EDEKA","Moorstr. 24 - 26","26871","Papenburg"
"EDEKA Appel","Waldhof 3","25474","Ellerbek"
"EDEKA Böge","Hauptstr. 37-43","25469","Halstenbek"
"E aktiv Markt Jessen","Volksdorfer Damm 271","22395","Hamburg-Bergstedt"
"EDEKA Cigri","Roman-Zeller-Platz 8","22457","Hamburg"
"E aktiv Markt Paulsen","Im Sande 2","25488","Holm"
"EDEKA Martens","Georg-Sasse-Str. 35-39","22949","Ammersbek"
