X,Y,FID,Name,Kurzname,Strasse,Hn,PLZ,Ort,Telefon,Telefax,E_Mail,Homepage,Typ,RS,Gemeinde,Verwaltung,Kreis,Regierungs,Bundesland
12.454979999844436,51.00205999931373,19,Berufsfeuerwehr Altenburg,FW Altenburg,Remsaer Straße,4,04600,Altenburg,03447/594-350,03447/594-359,feuerwehr@stadt-altenburg.de,www.feuerwehr-altenburg.eu,Feuerwache,160770001001,Altenburg,Altenburg,Altenburger Land, ,Thüringen
11.935950000283245,51.478559999231749,20,Berufsfeuerwehr Halle - Hauptwache,HW Halle,An der Feuerwache,5,06124,Halle (Saale),0345/221-5230,0345/221-5250,feuerwehr@halle.de,www.feuerwehr-halle.de,Feuerwache,150020000000,Halle (Saale),Halle (Saale),Halle (Saale), ,Sachsen-Anhalt
11.978320000280052,51.465189998759193,21,Berufsfeuerwehr Halle - Feuerwache Süd,FW Süd,Liebenauer Straße,123,06110,Halle (Saale),0345/221-3411, ,feuerwehr@halle.de,www.feuerwehr-halle.de,Feuerwache,150020000000,Halle (Saale),Halle (Saale),Halle (Saale), ,Sachsen-Anhalt
12.238989999551942,51.808889999546864,22,Berufsfeuerwehr Dessau-Roßlau,FW Dessau-Roßlau,Innsbrucker Straße,8,06849,Dessau-Roßlau,0340/204-2037,0340/204-2937,brandschutz@dessau-rosslau.de,www.dessau-rosslau.de,Feuerwache,150010000000,Dessau-Roßlau,Dessau-Roßlau,Dessau-Roßlau, ,Sachsen-Anhalt
12.078819999666043,50.894429999496374,23,Berufsfeuerwehr Gera - Feuerwache 1,FW 1,Berliner Straße,153,07546,Gera,0365/488-20,0365/488-22222,feuerwehr@gera.de,www.feuerwehr-gera.de,Feuer- und Rettungswache,160520000000,Gera,Gera,Gera, ,Thüringen
12.079069999809404,50.8489599991372,24,Berufsfeuerwehr Gera - Feuerwache 2,FW 2,Zoitzbergstraße,5,07551,Gera, , ,feuerwehr@gera.de,www.feuerwehr-gera.de,Feuerwache,160520000000,Gera,Gera,Gera, ,Thüringen
11.591700000081039,50.932059998891106,25,Berufsfeuerwehr Jena - Feuerwache Nord und Gefahrenabwehrzentrum,FW Nord - GAZ,Am Anger,28,07743,Jena,03641/49-9111,03641/442811,feuerwehr@jena.de,feuerwehr.jena.de,Feuerwache mit Leitstelle,160530000000,Jena,Jena,Jena, ,Thüringen
11.592460000504964,50.881349999379161,26,Berufsfeuerwehr Jena - Feuerwache Süd,FW Süd,Parkstraße,10,07745,Jena,03641/4040,03641/442811,feuerwehr@jena.de,feuerwehr.jena.de,Feuerwache,160530000000,Jena,Jena,Jena, ,Thüringen
12.485540000409779,50.724509999182686,27,Berufsfeuerwehr Zwickau - Feuerwehramt und Integrierte Regionalleitstelle,Feuerwehramt - IRLS,Crimmitschauer Straße,35,08056,Zwickau,0375/8337-00,0375/8337-37,feuerwehr@zwickau.de,www.feuerwehr.zwickau.de,Feuerwache mit Leitstelle,145240330330,Zwickau,Zwickau,Zwickau, ,Sachsen
12.161200000665637,50.506519998644826,28,Berufsfeuerwehr Plauen - Feuerwache,FW Plauen,Poeppigstraße,8,08529,Plauen,03741/291-1901,03741/291-1909,berufsfeuerwehr@plauen.de,www.plauen.de,Feuerwache,145230320320,Plauen,Plauen,Vogtlandkreis, ,Sachsen
12.916860000558426,50.827869999269282,29,Berufsfeuerwehr Chemnitz - Feuerwache I,FW I,Schadestraße,11,09112,Chemnitz,0371/488-3701,0371/488-3799,info@feuerwehr-chemnitz.de,www.chemnitz.de,Feuerwache,145110000000,Chemnitz,Chemnitz,Chemnitz, ,Sachsen
12.949069999901308,50.852109999139451,30,Berufsfeuerwehr Chemnitz - Feuerwache II,FW II,Wilhelm-Weber-Straße,15,09131,Chemnitz, , ,info@feuerwehr-chemnitz.de,www.chemnitz.de,Feuerwache,145110000000,Chemnitz,Chemnitz,Chemnitz, ,Sachsen
12.846239999897483,50.802549998745988,31,Berufsfeuerwehr Chemnitz - Feuerwache III,FW III,Jagdschänkenstraße,53,09117,Chemnitz, , ,info@feuerwehr-chemnitz.de,www.chemnitz.de,Feuerwache,145110000000,Chemnitz,Chemnitz,Chemnitz, ,Sachsen
12.917560000050303,50.827289999266455,32,Berufsfeuerwehr Chemnitz - Rettungszweckverband Chemnitz-Erzgebirge,RZV Chemnitz-Erzgebirge,Schadestraße,17,09112,Chemnitz, , ,info@feuerwehr-chemnitz.de,www.chemnitz.de,Rettungswache,145110000000,Chemnitz,Chemnitz,Chemnitz, ,Sachsen
13.414660000641398,52.516909998784179,33,Berufsfeuerwehr Berlin - Berliner Feuerwehr,Berliner Feuerwehr,Voltairestraße,2,10179,Berlin,030/387-111,030/387-10939,pressestelle@berliner-feuerwehr.de,www.berliner-feuerwehr.de,Feuerwache,110000000000,Berlin,Berlin,Berlin, ,Berlin
13.468319999403437,52.434189998819825,34,Berufsfeuerwehr Berlin - Feuerwache Buckow,FW Buckow,Johannisthaler Chaussee,222,12351,Berlin,030/387-5200105, ,pressestelle@berliner-feuerwehr.de,www.berliner-feuerwehr.de,Feuerwache,110000000000,Berlin,Berlin,Berlin, ,Berlin
13.282390000020413,52.532249999160278,35,Berufsfeuerwehr Berlin - Feuerwache Charlottenburg-Nord,FW Charlottenburg-Nord,Nikolaus-Groß-Weg,2,13627,Berlin,030/387-3600105, ,pressestelle@berliner-feuerwehr.de,www.berliner-feuerwehr.de,Feuerwache,110000000000,Berlin,Berlin,Berlin, ,Berlin
13.444140000025753,52.511719999453391,36,Berufsfeuerwehr Berlin - Feuerwache Friedrichshain,FW Friedrichshain,Rüdersdorfer Straße,56,10243,Berlin,030/387-1200105, ,pressestelle@berliner-feuerwehr.de,www.berliner-feuerwehr.de,Feuerwache,110000000000,Berlin,Berlin,Berlin, ,Berlin
13.582420000472945,52.52558999953736,37,Berufsfeuerwehr Berlin - Feuerwache Hellersdorf,FW Hellersdorf,Kummerower Ring,80,12619,Berlin,030/387-6200105, ,pressestelle@berliner-feuerwehr.de,www.berliner-feuerwehr.de,Feuerwache,110000000000,Berlin,Berlin,Berlin, ,Berlin
13.308770000607371,52.615379999399892,38,Berufsfeuerwehr Berlin - Feuerwache Hermsdorf,FW Hermsdorf,Heinsestraße,24,13467,Berlin,030/387-2300105, ,pressestelle@berliner-feuerwehr.de,www.berliner-feuerwehr.de,Feuerwache,110000000000,Berlin,Berlin,Berlin, ,Berlin
13.520719999632773,52.484009999558197,39,Berufsfeuerwehr Berlin - Feuerwache Karlshorst,FW Karlshorst,Dönhoffstraße,31,10318,Berlin,030/387-6500105, ,pressestelle@berliner-feuerwehr.de,www.berliner-feuerwehr.de,Feuerwache,110000000000,Berlin,Berlin,Berlin, ,Berlin
13.56912999963186,52.435339999001179,40,Berufsfeuerwehr Berlin - Feuerwache Köpenick,FW Köpenick,Grünauer Straße,140,12557,Berlin,030/387-5400105, ,pressestelle@berliner-feuerwehr.de,www.berliner-feuerwehr.de,Feuerwache,110000000000,Berlin,Berlin,Berlin, ,Berlin
13.429179999864324,52.498629998809569,41,Berufsfeuerwehr Berlin - Feuerwache Kreuzberg,FW Kreuzberg,Wiener Straße,64,10999,Berlin,030/387-1600105, ,pressestelle@berliner-feuerwehr.de,www.berliner-feuerwehr.de,Feuerwache,110000000000,Berlin,Berlin,Berlin, ,Berlin
13.492850000560669,52.523179999443883,42,Berufsfeuerwehr Berlin - Feuerwache Lichtenberg,FW Lichtenberg,Josef-Orlopp-Straße,69,10365,Berlin,030/387-6400105, ,pressestelle@berliner-feuerwehr.de,www.berliner-feuerwehr.de,Feuerwache,110000000000,Berlin,Berlin,Berlin, ,Berlin
13.315499999470752,52.429559999425862,43,Berufsfeuerwehr Berlin - Feuerwache Lichterfelde,FW Lichterfelde,Goethestraße,7,12207,Berlin,030/387-4600105, ,pressestelle@berliner-feuerwehr.de,www.berliner-feuerwehr.de,Feuerwache,110000000000,Berlin,Berlin,Berlin, ,Berlin
13.380489999444043,52.42957999881164,44,Berufsfeuerwehr Berlin - Feuerwache Marienfelde,FW Marienfelde,Wilhelm-von-Siemens-Straße,15,12277,Berlin,030/387-4700105, ,pressestelle@berliner-feuerwehr.de,www.berliner-feuerwehr.de,Feuerwache,110000000000,Berlin,Berlin,Berlin, ,Berlin
13.536690000648868,52.534989999358345,45,Berufsfeuerwehr Berlin - Feuerwache Marzahn,FW Marzahn,Märkische Allee,181,12681,Berlin,030/387-6100105, ,pressestelle@berliner-feuerwehr.de,www.berliner-feuerwehr.de,Feuerwache,110000000000,Berlin,Berlin,Berlin, ,Berlin
13.333689999736151,52.522669998964616,46,Berufsfeuerwehr Berlin - Feuerwache Moabit,FW Moabit,Jagowstraße,31-34,10555,Berlin,030/387-1400105, ,pressestelle@berliner-feuerwehr.de,www.berliner-feuerwehr.de,Feuerwache,110000000000,Berlin,Berlin,Berlin, ,Berlin
13.438429999638648,52.468989999580046,47,Berufsfeuerwehr Berlin - Feuerwache Neukölln,FW Neukölln,Kirchhofstraße,20,12051,Berlin,030/387-5100105, ,pressestelle@berliner-feuerwehr.de,www.berliner-feuerwehr.de,Feuerwache,110000000000,Berlin,Berlin,Berlin, ,Berlin
13.428980000173908,52.582169999169807,48,Berufsfeuerwehr Berlin - Feuerwache Pankow,FW Pankow,Pasewalker Straße,120,13127,Berlin,030/387-2600105, ,pressestelle@berliner-feuerwehr.de,www.berliner-feuerwehr.de,Feuerwache,110000000000,Berlin,Berlin,Berlin, ,Berlin
13.406670000364125,52.539909999267678,49,Berufsfeuerwehr Berlin - Feuerwache Prenzlauer Berg,FW Prenzlauer Berg,Oderberger Straße,24,10435,Berlin,030/387-1300105, ,pressestelle@berliner-feuerwehr.de,www.berliner-feuerwehr.de,Feuerwache,110000000000,Berlin,Berlin,Berlin, ,Berlin
13.332629999955813,52.501749998857058,50,Berufsfeuerwehr Berlin - Feuerwache Ranke,FW Ranke,Rankestraße,10,10789,Berlin,030/387-3500105, ,pressestelle@berliner-feuerwehr.de,www.berliner-feuerwehr.de,Feuerwache,110000000000,Berlin,Berlin,Berlin, ,Berlin
13.35195999951611,52.553719998781311,51,Berufsfeuerwehr Berlin - Feuerwache Schillerpark,FW Schillerpark,Edinburger Straße,7,13349,Berlin,030/387-2100105, ,pressestelle@berliner-feuerwehr.de,www.berliner-feuerwehr.de,Feuerwache,110000000000,Berlin,Berlin,Berlin, ,Berlin
13.356750000015237,52.484609998888168,52,Berufsfeuerwehr Berlin - Feuerwache Schöneberg,FW Schöneberg,Feurigstraße,58,10827,Berlin,030/387-4400105, ,pressestelle@berliner-feuerwehr.de,www.berliner-feuerwehr.de,Feuerwache,110000000000,Berlin,Berlin,Berlin, ,Berlin
13.210390000108225,52.544799999537041,53,Berufsfeuerwehr Berlin - Feuerwache Spandau-Nord,FW Spandau-Nord,Triftstraße,8-9,13585,Berlin,030/387-3100105, ,pressestelle@berliner-feuerwehr.de,www.berliner-feuerwehr.de,Feuerwache,110000000000,Berlin,Berlin,Berlin, ,Berlin
13.20455999986844,52.520959999182558,54,Berufsfeuerwehr Berlin - Feuerwache Spandau-Süd,FW Spandau-Süd,Betckestraße,13,13595,Berlin,030/387-3200105, ,pressestelle@berliner-feuerwehr.de,www.berliner-feuerwehr.de,Feuerwache,110000000000,Berlin,Berlin,Berlin, ,Berlin
13.330360000115672,52.455969998898532,55,Berufsfeuerwehr Berlin - Feuerwache Steglitz,FW Steglitz,Südendstraße,18a,12169,Berlin,030/387-4200105, ,pressestelle@berliner-feuerwehr.de,www.berliner-feuerwehr.de,Feuerwache,110000000000,Berlin,Berlin,Berlin, ,Berlin
13.296060000647291,52.509059999384064,56,Berufsfeuerwehr Berlin - Feuerwache Suarez,FW Suarez,Suarezstraße,9,14057,Berlin,030/387-3300105, ,pressestelle@berliner-feuerwehr.de,www.berliner-feuerwehr.de,Feuerwache,110000000000,Berlin,Berlin,Berlin, ,Berlin
13.286169999788019,52.58658999929829,57,Berufsfeuerwehr Berlin - Feuerwache Tegel,FW Tegel,Berliner Straße,16,13507,Berlin,030/387-2400105, ,pressestelle@berliner-feuerwehr.de,www.berliner-feuerwehr.de,Feuerwache,110000000000,Berlin,Berlin,Berlin, ,Berlin
13.383850000042266,52.46696999962947,58,Berufsfeuerwehr Berlin - Feuerwache Tempelhof,FW Tempelhof,Borussiastraße,16-17,12103,Berlin,030/387-4300105, ,pressestelle@berliner-feuerwehr.de,www.berliner-feuerwehr.de,Feuerwache,110000000000,Berlin,Berlin,Berlin, ,Berlin
13.366209999503315,52.52184999948124,59,Berufsfeuerwehr Berlin - Feuerwache Tiergarten,FW Tiergarten,Elisabeth-Abegg-Straße,2,10557,Berlin,030/387-1700105, ,pressestelle@berliner-feuerwehr.de,www.berliner-feuerwehr.de,Feuerwache,110000000000,Berlin,Berlin,Berlin, ,Berlin
13.510130000502912,52.450259999275026,60,Berufsfeuerwehr Berlin - Feuerwache Treptow,FW Treptow,Groß-Berliner Damm,18,12487,Berlin,030/387-5300105, ,pressestelle@berliner-feuerwehr.de,www.berliner-feuerwehr.de,Feuerwache,110000000000,Berlin,Berlin,Berlin, ,Berlin
13.403129999963602,52.495509999282184,61,Berufsfeuerwehr Berlin - Feuerwache Urban,FW Urban,Wilmsstraße,19,10961,Berlin,030/387-1500105, ,pressestelle@berliner-feuerwehr.de,www.berliner-feuerwehr.de,Feuerwache,110000000000,Berlin,Berlin,Berlin, ,Berlin
13.184650000566783,52.429299999266107,62,Berufsfeuerwehr Berlin - Feuerwache Wannsee,FW Wannsee,Kronprinzessinnenweg,20,14109,Berlin,030/387-4500105, ,pressestelle@berliner-feuerwehr.de,www.berliner-feuerwehr.de,Feuerwache,110000000000,Berlin,Berlin,Berlin, ,Berlin
13.37000000035018,52.543279999049801,63,Berufsfeuerwehr Berlin - Feuerwache Wedding,FW Wedding,Reinickendorfer Straße,15a,13347,Berlin,030/387-2500105, ,pressestelle@berliner-feuerwehr.de,www.berliner-feuerwehr.de,Feuerwache,110000000000,Berlin,Berlin,Berlin, ,Berlin
13.459750000777232,52.556439999614611,64,Berufsfeuerwehr Berlin - Feuerwache Weißensee,FW Weißensee,Parkstraße,38-39,13086,Berlin,030/387-6300105, ,pressestelle@berliner-feuerwehr.de,www.berliner-feuerwehr.de,Feuerwache,110000000000,Berlin,Berlin,Berlin, ,Berlin
13.320450000819715,52.487509999299895,65,Berufsfeuerwehr Berlin - Feuerwache Wilmersdorf,FW Wilmersdorf,Gasteiner Straße,19-20,10717,Berlin,030/387-3400105, ,pressestelle@berliner-feuerwehr.de,www.berliner-feuerwehr.de,Feuerwache,110000000000,Berlin,Berlin,Berlin, ,Berlin
13.340850000484682,52.587339999400776,66,Berufsfeuerwehr Berlin - Feuerwache Wittenau,FW Wittenau,Roedernallee,55,13437,Berlin,030/387-2200105, ,pressestelle@berliner-feuerwehr.de,www.berliner-feuerwehr.de,Feuerwache,110000000000,Berlin,Berlin,Berlin, ,Berlin
13.265340000659464,52.437169998901275,67,Berufsfeuerwehr Berlin - Feuerwache Zehlendorf,FW Zehlendorf,Charlottenburger Straße,10-12,14169,Berlin,030/387-4100105, ,pressestelle@berliner-feuerwehr.de,www.berliner-feuerwehr.de,Feuerwache,110000000000,Berlin,Berlin,Berlin, ,Berlin
13.07049000017907,52.400749999350587,68,Berufsfeuerwehr Potsdam - Regionalleitstelle Nordwest,RLS Nordwest,Holzmarktstraße,6,14467,Potsdam,0331/3701-0,0331/294195,feuerwehr@rathaus.potsdam.de,www.feuerwehr-potsdam.de,Leitstelle,120540000000,Potsdam,Potsdam,Potsdam, ,Brandenburg
13.07049000017907,52.400749999350587,69,Berufsfeuerwehr Potsdam - Feuer- und Rettungswache Potsdam,FRW Potsdam,Holzmarktstraße,6,14467,Potsdam,0331/3701-0,0331/294195,feuerwehr@rathaus.potsdam.de,www.feuerwehr-potsdam.de,Feuer- und Rettungswache,120540000000,Potsdam,Potsdam,Potsdam, ,Brandenburg
13.041119999788718,52.445219998745635,70,Berufsfeuerwehr Potsdam - Rettungswache Neu Fahrland,RW Neu Fahrland,Am Kirchberg,51,14476,Potsdam,0331/3701-0, ,feuerwehr@rathaus.potsdam.de,www.feuerwehr-potsdam.de,Rettungswache,120540000000,Potsdam,Potsdam,Potsdam, ,Brandenburg
13.110260000231174,52.377009999510427,71,Berufsfeuerwehr Potsdam - Feuer- und Rettungswache Babelsberg,FRW Babelsberg,Fritz-Zubeil-Straße,94,14482,Potsdam,0331/3701-0,0331/292 355,feuerwehr@rathaus.potsdam.de,www.feuerwehr-potsdam.de,Feuer- und Rettungswache,120540000000,Potsdam,Potsdam,Potsdam, ,Brandenburg
12.532550000592895,52.417869998707594,72,Berufsfeuerwehr Brandenburg,FW Brandenburg,Fontanestraße,1,14770,Brandenburg an der Havel,03381/623-101,03381/623-114,feuerwehr@stadt-brandenburg.de,www.feuerwehr-brandenburg.de,Feuer- und Rettungswache mit Leitstelle,120510000000,Brandenburg an der Havel,Brandenburg an der Havel,Brandenburg an der Havel, ,Brandenburg
14.534880000072153,52.331360000065942,73,Berufsfeuerwehr Frankfurt (Oder),FW Frankfurt (Oder),Heinrich-Hildebrand-Straße,21,15232,Frankfurt (Oder),0335/565-3701,0335/565-3701,feuerwehr@frankfurt-oder.de,www.frankfurt-oder.de,Feuer- und Rettungswache,120530000000,Frankfurt (Oder),Frankfurt (Oder),Frankfurt (Oder), ,Brandenburg
13.75036999962315,52.838229999148723,74,Berufsfeuerwehr Eberswalde,FW Eberswalde,Eberswalder Straße,41a,16227,Eberswalde,03334/8191-811,03334/8191-822,feuerwehr-eberswalde@t-online.de,www.agbf.de,Feuerwache,120600052052,Eberswalde,Eberswalde,Barnim, ,Brandenburg
13.277760000515237,53.555549999392824,75,Berufsfeuerwehr Neubrandenburg - Integrierte Regionalleitstelle,IRLS Neubrandenburg,Ziegelbergstraße,50,17033,Neubrandenburg,0395/555-1522,0395/555-291522,feuerwehr@neubrandenburg.de,www.neubrandenburg.de,Leitstelle,130710107107,Neubrandenburg,Neubrandenburg,Mecklenburgische Seenplatte, ,Mecklenburg-Vorpommern
13.41839999981628,54.09188999882376,76,Berufsfeuerwehr Greifswald,FW Greifswald,Wolgaster Straße,63 b,17489,Greifswald,03834/85362601,03834/85362622,feuerwehr@greifswald.de,www.greifswald.de,Feuerwache,130750039039,Greifswald,Greifswald,Vorpommern-Greifswald, ,Mecklenburg-Vorpommern
12.117150000323472,54.077799999035271,77,Berufsfeuerwehr Rostock - Feuerwache 1 - Südstadt - Feuer- und Rettungswache,FRW 1 - Südstadt,Erich-Schlesinger-Straße,24,18059,Rostock,0381/381-3700,0381/3813733,feuerwehr@rostock.de,www.feuerwehr-hro.de,Feuer- und Rettungswache,130030000000,Rostock,Rostock,Rostock, ,Mecklenburg-Vorpommern
12.043009999491767,54.138549999072957,78,Berufsfeuerwehr Rostock - Feuerwache 2 - Lütten Klein - Feuer- und Rettungswache,FRW 2 - Lütten Klein,Ostseeallee,43,18107,Rostock,0381/128740811, ,feuerwehr@rostock.de,www.feuerwehr-hro.de,Feuer- und Rettungswache,130030000000,Rostock,Rostock,Rostock, ,Mecklenburg-Vorpommern
12.113469999375168,54.14498999925825,79,Berufsfeuerwehr Rostock - Feuerwache 3 - Überseehafen,FW 3 - Überseehafen,An der Feuerwache,1,18147,Rostock, , ,feuerwehr@rostock.de,www.feuerwehr-hro.de,Feuerwache,130030000000,Rostock,Rostock,Rostock, ,Mecklenburg-Vorpommern
12.092300000571067,54.154399998844568,80,Berufsfeuerwehr Rostock - Feuerwache See,FW See,Warnowenn,1,18109,Rostock,0381/1270335, ,feuerwehr@rostock.de,www.feuerwehr-hro.de,Feuerwache,130030000000,Rostock,Rostock,Rostock, ,Mecklenburg-Vorpommern
13.091139999481536,54.318109998895942,81,Berufsfeuerwehr Stralsund - Feuerwache,FW Stralsund,Fährwall,18,18439,Stralsund,03831/253-813,03831/253-812,feuerwehr@stralsund.de,www.stralsund.de,Feuerwache,130730088088,Stralsund,Stralsund,Vorpommern-Rügen, ,Mecklenburg-Vorpommern
11.431299999358117,53.59124999918312,82,Berufsfeuerwehr Schwerin - Feuer- und Rettungswache und Integrierte Leitstelle Westmecklenburg,FRW - ILS Westmecklenburg,Graf-Yorck-Straße,21,19061,Schwerin,0385/5000-110,0385/5000-117,berufsfeuerwehr@schwerin.de,www.agbf.de,Feuer- und Rettungswache mit Leitstelle,130040000000,Schwerin,Schwerin,Schwerin, ,Mecklenburg-Vorpommern
11.431299999358117,53.59124999918312,83,Berufsfeuerwehr Schwerin - Fachdienst Feuerwehr und Rettungsdienst,Fachdienst Feuerwehr und Rettungsdienst,Graf-Yorck-Straße,21,19061,Schwerin,0385/5000-100,0385/5000-117,berufsfeuerwehr@schwerin.de,www.agbf.de,Verwaltung,130040000000,Schwerin,Schwerin,Schwerin, ,Mecklenburg-Vorpommern
10.024720000334897,53.5544499992764,84,Berufsfeuerwehr Hamburg - Feuerwehr Hamburg,Feuerwehr Hamburg,Westphalensweg,1,20099,Hamburg,040/42851-0,040/42851-4119,poststelle@feuerwehr.hamburg.de,www.hamburg.de/feuerwehr,Verwaltung,020000000000,Hamburg,Hamburg,Hamburg, ,Hamburg
9.982650000387357,53.546079999470962,85,Berufsfeuerwehr Hamburg - Feuer- und Rettungswache Innenstadt (F11),FRW Innenstadt (F11),Admiralitätstraße,54,20459,Hamburg,040/42851-1100,040/42851-1109,wf11@feuerwehr.hamburg.de,www.hamburg.de/feuerwehr,Feuer- und Rettungswache,020000000000,Hamburg,Hamburg,Hamburg, ,Hamburg
